,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
26,frozenset({'Lacing thread'}),frozenset({'Permabond 910 50 ml'}),0.15384615384615385,0.23076923076923078,0.1076923076923077,0.7,3.0333333333333328,1.0,0.07218934911242604,2.5641025641025634,0.7922077922077922,0.3888888888888889,0.61,0.5833333333333333
58,frozenset({'Nylon washer M2.5'}),frozenset({'Permabond 910 50 ml'}),0.15384615384615385,0.23076923076923078,0.1076923076923077,0.7,3.0333333333333328,1.0,0.07218934911242604,2.5641025641025634,0.7922077922077922,0.3888888888888889,0.61,0.5833333333333333
4,frozenset({'1000 series solvent IPA'}),frozenset({'Permabond 910 50 ml'}),0.15384615384615385,0.23076923076923078,0.1076923076923077,0.7,3.0333333333333328,1.0,0.07218934911242604,2.5641025641025634,0.7922077922077922,0.3888888888888889,0.61,0.5833333333333333
68,frozenset({'SS Square Nut M4'}),frozenset({'Permabond 910 50 ml'}),0.15384615384615385,0.23076923076923078,0.1076923076923077,0.7,3.0333333333333328,1.0,0.07218934911242604,2.5641025641025634,0.7922077922077922,0.3888888888888889,0.61,0.5833333333333333
41,frozenset({'Permabond 910 50 ml'}),frozenset({'Nylon Washer M3'}),0.23076923076923078,0.18461538461538463,0.12307692307692308,0.5333333333333333,2.888888888888889,1.0,0.08047337278106509,1.7472527472527473,0.85,0.42105263157894735,0.42767295597484273,0.6
40,frozenset({'Nylon Washer M3'}),frozenset({'Permabond 910 50 ml'}),0.18461538461538463,0.23076923076923078,0.12307692307692308,0.6666666666666666,2.8888888888888884,1.0,0.08047337278106509,2.307692307692307,0.8018867924528301,0.42105263157894735,0.5666666666666667,0.6
13,frozenset({'PVC 60 1150mm X 2450mm X 3mm'}),frozenset({'Banian Cloth;  White'}),0.15384615384615385,0.26153846153846155,0.1076923076923077,0.7,2.676470588235294,1.0,0.06745562130177515,2.4615384615384612,0.7402597402597403,0.35,0.5937499999999999,0.5558823529411765
12,frozenset({'Banian Cloth;  White'}),frozenset({'PVC 60 1150mm X 2450mm X 3mm'}),0.26153846153846155,0.15384615384615385,0.1076923076923077,0.4117647058823529,2.676470588235294,1.0,0.06745562130177515,1.4384615384615385,0.8482142857142858,0.35,0.3048128342245989,0.5558823529411765
64,frozenset({'SS Hex Nut M2.5'}),frozenset({'Permabond 910 50 ml'}),0.18461538461538463,0.23076923076923078,0.1076923076923077,0.5833333333333334,2.5277777777777777,1.0,0.0650887573964497,1.8461538461538463,0.7412398921832885,0.35,0.4583333333333334,0.525
67,frozenset({'Permabond 910 50 ml'}),frozenset({'SS Plain Washer M3'}),0.23076923076923078,0.18461538461538463,0.1076923076923077,0.4666666666666667,2.5277777777777777,1.0,0.0650887573964497,1.5288461538461537,0.7857142857142858,0.35,0.34591194968553457,0.525
66,frozenset({'SS Plain Washer M3'}),frozenset({'Permabond 910 50 ml'}),0.18461538461538463,0.23076923076923078,0.1076923076923077,0.5833333333333334,2.5277777777777777,1.0,0.0650887573964497,1.8461538461538463,0.7412398921832885,0.35,0.4583333333333334,0.525
65,frozenset({'Permabond 910 50 ml'}),frozenset({'SS Hex Nut M2.5'}),0.23076923076923078,0.18461538461538463,0.1076923076923077,0.4666666666666667,2.5277777777777777,1.0,0.0650887573964497,1.5288461538461537,0.7857142857142858,0.35,0.34591194968553457,0.525
15,frozenset({'Permabond 910 50 ml'}),frozenset({'Banian Cloth;  White'}),0.23076923076923078,0.26153846153846155,0.13846153846153847,0.6,2.2941176470588234,1.0,0.07810650887573964,1.8461538461538463,0.7333333333333333,0.391304347826087,0.45833333333333326,0.5647058823529412
14,frozenset({'Banian Cloth;  White'}),frozenset({'Permabond 910 50 ml'}),0.26153846153846155,0.23076923076923078,0.13846153846153847,0.5294117647058824,2.2941176470588234,1.0,0.07810650887573964,1.6346153846153846,0.7638888888888887,0.391304347826087,0.38823529411764707,0.5647058823529412
19,frozenset({'SS Plain Washer M3'}),frozenset({'Banian Cloth;  White'}),0.18461538461538463,0.26153846153846155,0.1076923076923077,0.5833333333333334,2.230392156862745,1.0,0.05940828402366864,1.7723076923076926,0.6765498652291105,0.3181818181818182,0.4357638888888889,0.49754901960784315
11,frozenset({'AL Profile 20x20'}),frozenset({'Banian Cloth;  White'}),0.18461538461538463,0.26153846153846155,0.1076923076923077,0.5833333333333334,2.230392156862745,1.0,0.05940828402366864,1.7723076923076926,0.6765498652291105,0.3181818181818182,0.4357638888888889,0.49754901960784315
17,frozenset({'SS Hex Nut M2.5'}),frozenset({'Banian Cloth;  White'}),0.18461538461538463,0.26153846153846155,0.1076923076923077,0.5833333333333334,2.230392156862745,1.0,0.05940828402366864,1.7723076923076926,0.6765498652291105,0.3181818181818182,0.4357638888888889,0.49754901960784315
18,frozenset({'Banian Cloth;  White'}),frozenset({'SS Plain Washer M3'}),0.26153846153846155,0.18461538461538463,0.1076923076923077,0.4117647058823529,2.2303921568627447,1.0,0.05940828402366864,1.386153846153846,0.7470238095238095,0.3181818181818182,0.27857935627081015,0.49754901960784315
10,frozenset({'Banian Cloth;  White'}),frozenset({'AL Profile 20x20'}),0.26153846153846155,0.18461538461538463,0.1076923076923077,0.4117647058823529,2.2303921568627447,1.0,0.05940828402366864,1.386153846153846,0.7470238095238095,0.3181818181818182,0.27857935627081015,0.49754901960784315
16,frozenset({'Banian Cloth;  White'}),frozenset({'SS Hex Nut M2.5'}),0.26153846153846155,0.18461538461538463,0.1076923076923077,0.4117647058823529,2.2303921568627447,1.0,0.05940828402366864,1.386153846153846,0.7470238095238095,0.3181818181818182,0.27857935627081015,0.49754901960784315
