,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
37,frozenset({'Nylon Washer M3'}),frozenset({'Masking tape 1 inch'}),0.18461538461538463,0.13846153846153847,0.1076923076923077,0.5833333333333334,4.212962962962963,1.0,0.0821301775147929,2.067692307692308,0.9353099730458222,0.5,0.5163690476190477,0.6805555555555556
72,frozenset({'SS Hex Nut M2'}),frozenset({'SS Hex Nut M2.5'}),0.13846153846153847,0.18461538461538463,0.1076923076923077,0.7777777777777778,4.212962962962963,1.0,0.0821301775147929,3.6692307692307695,0.8852040816326531,0.5,0.7274633123689728,0.6805555555555556
97,frozenset({'SS Hex Nut M2.5'}),"frozenset({'Nylon Washer M3', 'Lacing thread'})",0.18461538461538463,0.13846153846153847,0.1076923076923077,0.5833333333333334,4.212962962962963,1.0,0.0821301775147929,2.067692307692308,0.9353099730458222,0.5,0.5163690476190477,0.6805555555555556
108,"frozenset({'Nylon Washer M3', 'Nylon washer M2.5'})",frozenset({'SS Hex Nut M2.5'}),0.13846153846153847,0.18461538461538463,0.1076923076923077,0.7777777777777778,4.212962962962963,1.0,0.0821301775147929,3.6692307692307695,0.8852040816326531,0.5,0.7274633123689728,0.6805555555555556
109,frozenset({'SS Hex Nut M2.5'}),"frozenset({'Nylon Washer M3', 'Nylon washer M2.5'})",0.18461538461538463,0.13846153846153847,0.1076923076923077,0.5833333333333334,4.212962962962963,1.0,0.0821301775147929,2.067692307692308,0.9353099730458222,0.5,0.5163690476190477,0.6805555555555556
55,frozenset({'Nylon Washer M3'}),frozenset({'XT-60H Male Connectors'}),0.18461538461538463,0.13846153846153847,0.1076923076923077,0.5833333333333334,4.212962962962963,1.0,0.0821301775147929,2.067692307692308,0.9353099730458222,0.5,0.5163690476190477,0.6805555555555556
43,frozenset({'Nylon Washer M3'}),"frozenset({'Plain Washer M2, SS 316'})",0.18461538461538463,0.15384615384615385,0.1076923076923077,0.5833333333333334,3.7916666666666665,1.0,0.07928994082840238,2.030769230769231,0.9029649595687333,0.4666666666666667,0.5075757575757576,0.6416666666666666
3,frozenset({'Nylon Washer M3'}),frozenset({'1000 series solvent IPA'}),0.18461538461538463,0.15384615384615385,0.1076923076923077,0.5833333333333334,3.7916666666666665,1.0,0.07928994082840238,2.030769230769231,0.9029649595687333,0.4666666666666667,0.5075757575757576,0.6416666666666666
60,frozenset({'SS Hex Nut M2.5'}),frozenset({'Nylon washer M2.5'}),0.18461538461538463,0.15384615384615385,0.1076923076923077,0.5833333333333334,3.7916666666666665,1.0,0.07928994082840238,2.030769230769231,0.9029649595687333,0.4666666666666667,0.5075757575757576,0.6416666666666666
28,frozenset({'SS Hex Nut M2.5'}),frozenset({'Lacing thread'}),0.18461538461538463,0.15384615384615385,0.1076923076923077,0.5833333333333334,3.7916666666666665,1.0,0.07928994082840238,2.030769230769231,0.9029649595687333,0.4666666666666667,0.5075757575757576,0.6416666666666666
53,frozenset({'Nylon Washer M3'}),frozenset({'Ss Plain Washer M4'}),0.18461538461538463,0.15384615384615385,0.1076923076923077,0.5833333333333334,3.7916666666666665,1.0,0.07928994082840238,2.030769230769231,0.9029649595687333,0.4666666666666667,0.5075757575757576,0.6416666666666666
42,"frozenset({'Plain Washer M2, SS 316'})",frozenset({'Nylon Washer M3'}),0.15384615384615385,0.18461538461538463,0.1076923076923077,0.7,3.791666666666666,1.0,0.07928994082840238,2.7179487179487176,0.8701298701298702,0.4666666666666667,0.6320754716981132,0.6416666666666666
52,frozenset({'Ss Plain Washer M4'}),frozenset({'Nylon Washer M3'}),0.15384615384615385,0.18461538461538463,0.1076923076923077,0.7,3.791666666666666,1.0,0.07928994082840238,2.7179487179487176,0.8701298701298702,0.4666666666666667,0.6320754716981132,0.6416666666666666
2,frozenset({'1000 series solvent IPA'}),frozenset({'Nylon Washer M3'}),0.15384615384615385,0.18461538461538463,0.1076923076923077,0.7,3.791666666666666,1.0,0.07928994082840238,2.7179487179487176,0.8701298701298702,0.4666666666666667,0.6320754716981132,0.6416666666666666
29,frozenset({'Lacing thread'}),frozenset({'SS Hex Nut M2.5'}),0.15384615384615385,0.18461538461538463,0.1076923076923077,0.7,3.791666666666666,1.0,0.07928994082840238,2.7179487179487176,0.8701298701298702,0.4666666666666667,0.6320754716981132,0.6416666666666666
61,frozenset({'Nylon washer M2.5'}),frozenset({'SS Hex Nut M2.5'}),0.15384615384615385,0.18461538461538463,0.1076923076923077,0.7,3.791666666666666,1.0,0.07928994082840238,2.7179487179487176,0.8701298701298702,0.4666666666666667,0.6320754716981132,0.6416666666666666
44,frozenset({'SS Hex Nut M2.5'}),frozenset({'Nylon Washer M3'}),0.18461538461538463,0.18461538461538463,0.12307692307692308,0.6666666666666666,3.6111111111111107,1.0,0.08899408284023669,2.446153846153846,0.8867924528301886,0.5,0.5911949685534591,0.6666666666666666
45,frozenset({'Nylon Washer M3'}),frozenset({'SS Hex Nut M2.5'}),0.18461538461538463,0.18461538461538463,0.12307692307692308,0.6666666666666666,3.6111111111111107,1.0,0.08899408284023669,2.446153846153846,0.8867924528301886,0.5,0.5911949685534591,0.6666666666666666
88,"frozenset({'Nylon Washer M3', 'Lacing thread'})",frozenset({'Permabond 910 50 ml'}),0.13846153846153847,0.23076923076923078,0.1076923076923077,0.7777777777777778,3.3703703703703702,1.0,0.0757396449704142,3.4615384615384612,0.8163265306122449,0.4117647058823529,0.7111111111111112,0.6222222222222222
93,frozenset({'Permabond 910 50 ml'}),"frozenset({'Nylon Washer M3', 'Lacing thread'})",0.23076923076923078,0.13846153846153847,0.1076923076923077,0.4666666666666667,3.3703703703703702,1.0,0.0757396449704142,1.6153846153846154,0.9142857142857144,0.4117647058823529,0.38095238095238093,0.6222222222222222
46,frozenset({'SS Plain Washer M3'}),frozenset({'Nylon Washer M3'}),0.18461538461538463,0.18461538461538463,0.1076923076923077,0.5833333333333334,3.1597222222222223,1.0,0.0736094674556213,1.956923076923077,0.8382749326145553,0.4117647058823529,0.48899371069182396,0.5833333333333334
47,frozenset({'Nylon Washer M3'}),frozenset({'SS Plain Washer M3'}),0.18461538461538463,0.18461538461538463,0.1076923076923077,0.5833333333333334,3.1597222222222223,1.0,0.0736094674556213,1.956923076923077,0.8382749326145553,0.4117647058823529,0.48899371069182396,0.5833333333333334
5,frozenset({'Permabond 910 50 ml'}),frozenset({'1000 series solvent IPA'}),0.23076923076923078,0.15384615384615385,0.1076923076923077,0.4666666666666667,3.033333333333333,1.0,0.07218934911242604,1.5865384615384615,0.8714285714285716,0.3888888888888889,0.3696969696969697,0.5833333333333333
69,frozenset({'Permabond 910 50 ml'}),frozenset({'SS Square Nut M4'}),0.23076923076923078,0.15384615384615385,0.1076923076923077,0.4666666666666667,3.033333333333333,1.0,0.07218934911242604,1.5865384615384615,0.8714285714285716,0.3888888888888889,0.3696969696969697,0.5833333333333333
59,frozenset({'Permabond 910 50 ml'}),frozenset({'Nylon washer M2.5'}),0.23076923076923078,0.15384615384615385,0.1076923076923077,0.4666666666666667,3.033333333333333,1.0,0.07218934911242604,1.5865384615384615,0.8714285714285716,0.3888888888888889,0.3696969696969697,0.5833333333333333
27,frozenset({'Permabond 910 50 ml'}),frozenset({'Lacing thread'}),0.23076923076923078,0.15384615384615385,0.1076923076923077,0.4666666666666667,3.033333333333333,1.0,0.07218934911242604,1.5865384615384615,0.8714285714285716,0.3888888888888889,0.3696969696969697,0.5833333333333333
